word,freq
game,0.01721481658924036
player,0.017079829670173106
payoff,0.010340867325969503
bid,0.006913793344927558
auction,0.0068104402119029
lemma,0.005691908174122018
buyer,0.0054980003100593994
belief,0.005465159127602965
seller,0.005366152621668129
signal,0.00522850943049043
equilibria,0.005121534108224253
bidder,0.004614669093694445
bargain,0.004026667040154624
princip,0.003970160887986937
nash,0.003373465580267472
learn,0.0031339181317617216
finit,0.0030602669505175144
experiment,0.00301486884535715
pair,0.0029146549430084743
vote,0.0028127506856804236
match,0.0027246107474701423
sequenc,0.002700221339910585
her,0.0026149791530935187
axiom,0.0026070103367621784
avers,0.002569581047933155
converg,0.002550987143160027
parti,0.0025067964344135025
profil,0.002452705075073494
round,0.002432903773886527
monoton,0.002213399105850512
she,0.0022121917094366722
cooper,0.0021462678652410376
lotteri,0.002074307038976205
strateg,0.0020458124836095935
valuat,0.002026977099553698
win,0.0020011388162975334
convex,0.001972644260930922
surplus,0.0019487378119369004
repeat,0.0019212091737013607
path,0.0018970612454245713
commit,0.0018936805354658208
option,0.0018444187617811705
symmetr,0.0018376573418636695
indiffer,0.0018294470462495611
post,0.0017823585861098219
communic,0.0017823585861098219
trader,0.0017193324933074017
messag,0.0017171591797624907
coalit,0.0017070170498862391
feasibl,0.0017033948606447206
sequenti,0.001625638531593459
subset,0.0016128401296067606
pareto,0.0015676835037291646
max,0.0015423281790385357
voter,0.0015372571141004099
stochast,0.0015116603101270132
entri,0.0014935493639194213
qed,0.0014795435655188835
sell,0.0014754384177118292
contradict,0.0014611911400285236
uniform,0.001450807530869504
mix,0.0014500830930212003
rank,0.0014348698982068232
coordin,0.0014346284189240552
scheme,0.0014334210225102157
incomplet,0.0014150685970198559
ant,0.001378605225321904
session,0.0013781222667563682
buy,0.0013752245153631534
you,0.0013585624448521688
endow,0.0013566306105900258
represent,0.0013435907293205594
task,0.0013278945759406463
concav,0.0013187183631954663
punish,0.0013003659377051064
behaviour,0.0012827379500630503
reput,0.0012730787787523345
compat,0.0012728372994695665
infinit,0.001228646590723042
bayesian,0.0012165726265846474
whenev,0.0012078793724050033
ambigu,0.0011844558819765175
renegoti,0.0011677938114655329
robust,0.0011644131015067824
network,0.001147268072430262
agreement,0.0011446118003198152
pool,0.0011013870087043622
oppon,0.001097764819462844
corollari,0.001088347127434896
transit,0.0010849664174761454
truth,0.0010820686660829308
notion,0.001079170914689716
ineffici,0.0010784464768414123
static,0.001074824287599894
monopolist,0.0010692702640962325
announc,0.0010683043469651608
map,0.001063233282027035
guarante,0.0010620258856131955
verifi,0.0010509178386058724
maker,0.0010422245844262283
violat,0.0010243551175014042
switch,0.0010122811533630094
student,0.0010098663605353306
extern,0.0010035878991833654
upper,0.00100189754420399
asymmetr,0.0009835451187136302
mathemat,0.0009622949418300556
custom,0.0009519113326710362
notic,0.0009492550605605893
reward,0.0009400788478154094
subgam,0.0009345248243117478
rent,0.0009309026350702294
shock,0.0009289708008080863
core,0.0009265560079804074
realiz,0.0009260730494148715
notat,0.0009241412151527284
delay,0.0009171383159524595
investor,0.0009082035824900474
monopoli,0.000904581393248529
realize,0.0008855045299098654
threshold,0.0008852630506270975
format,0.0008823652992338829
bad,0.0008789845892751324
regul,0.0008717402107920956
discret,0.0008714987315093276
neutral,0.0008664276665712019
heterogen,0.0008632884358952193
transact,0.000854836660998343
partit,0.0008524218681706641
candid,0.0008504900339085209
likelihood,0.0008432456554254841
arbitrari,0.0008403479040322694
densiti,0.0008364842355079831
compens,0.0008340694426803041
monitor,0.0008328620462664647
lim,0.0008314131705698573
insur,0.0008314131705698573
phase,0.0008248932299351242
firstord,0.0008050919287481569
row,0.000804850449465389
him,0.000804850449465389
prize,0.0008019526980721743
psycholog,0.0008012282602238706
bind,0.0007992964259617275
frequenc,0.0007893957753682438
arrow,0.0007886713375199402
attract,0.0007874639411061007
stationari,0.0007845661897128859
conjectur,0.0007792536454919923
advertis,0.0007785292076436886
bet,0.0007785292076436886
enforc,0.0007782877283609207
budget,0.0007770803319470812
conting,0.0007722507462917234
domain,0.0007717677877261876
team,0.0007695944741812766
charg,0.0007693529948985087
uninform,0.0007686285570502049
regular,0.0007635574921120793
compact,0.0007580034686084176
induct,0.0007570375514773461
agre,0.0007536568415185956
conflict,0.0007517250072564525
cycl,0.0007483442972977019
straightforward,0.0007481028180149341
matrix,0.0007468954216010946
prospect,0.0007386851259869862
nonempti,0.0007307163096556457
min,0.0007304748303728778
length,0.0007089831742065353
connect,0.0007046365471167132
imperfect,0.00070270471285457
chanc,0.00070270471285457
criterion,0.0007024632335718022
exhibit,0.0006995654821785875
winner,0.0006990825236130516
algorithm,0.0006867670801918891
behav,0.000682420453102067
schedul,0.0006821789738192992
capac,0.0006790397431433165
posterior,0.0006787982638605486
your,0.0006742101574879586
innov,0.0006684146547015292
coincid,0.0006676902168532256
riski,0.000664309506894475
nonneg,0.0006611702762184924
collus,0.0006589969626735814
node,0.0006577895662597419
maskin,0.0006558577319975987
lowest,0.0006512696256250087
entrant,0.000650786667059473
compet,0.0006493377913628656
fee,0.0006474059571007224
transform,0.000643783767859204
sharehold,0.0006428178507281325
updat,0.0006423348921625967
imposs,0.0006396786200521499
locat,0.0006343660758312562
block,0.0006329172001346489
revel,0.000632675720851881
binari,0.000632675720851881
bundl,0.0006319512830035772
perturb,0.0006309853658725057
gambl,0.0006276046559137552
deleg,0.0006263972594999157
contest,0.0006256728216516121
lose,0.0006232580288239331
item,0.0006208432359962542
convers,0.0006206017567134863
employe,0.0006206017567134863
interior,0.0006196358395824147
fudenberg,0.0006191528810168789
manipul,0.000618911401734111
arbitrarili,0.0006174625260375036
hazard,0.0006160136503408963
certainti,0.0006160136503408963
