word,freq
educ,0.009066789608679324
student,0.008090680028522253
household,0.005847282417178205
job,0.005171726351815261
match,0.004730546880557828
teacher,0.004136609017377508
health,0.00397116671565597
insur,0.0038630777451978994
union,0.0036298040997705316
black,0.0034759427591695017
score,0.003432927760721902
women,0.0032680369333394363
white,0.003261419241270575
panel,0.002837886948863439
occup,0.0027650923361059623
hous,0.002734761247457014
parent,0.002697812466739204
unemploy,0.002695606569382917
male,0.0026382532381194505
children,0.0025058993967422205
skill,0.0024490975398178258
femal,0.0023862294651636417
dummi,0.0023415600436988266
men,0.0023354938259690368
grade,0.00219486786950573
yes,0.0020884333220648746
enrol,0.002086778899047659
graduat,0.002052036015686136
plant,0.002044315374939131
citi,0.0020161901836464697
status,0.001981447300284947
train,0.0018976232007460346
pollut,0.0018772186502003783
learn,0.0018650862147407989
network,0.0018601229456891527
discrimin,0.0018573655739937936
hour,0.0018490934589077167
salari,0.0018479905102295733
rank,0.001835858074769994
child,0.001835858074769994
labour,0.0017228058352602765
locat,0.0017156366688523433
day,0.0017012983360364768
district,0.0016406361587385796
payoff,0.0016003785319863388
attend,0.0015965182116128363
census,0.0015353045599758675
employe,0.001528686867907006
game,0.0015110396890567087
regul,0.0014895321898329087
loan,0.0014851203951203344
counti,0.0014768482800342575
medic,0.001441553922333663
gender,0.0014244582178224374
week,0.0014134287310410016
instrument,0.0013786858476794786
experiment,0.0013759284759841197
her,0.00136986225825433
credit,0.0013367737979100226
heterogen,0.001335670849231879
robust,0.0013307075801802328
cohort,0.0013285016828239458
villag,0.001327950208484874
median,0.0013229869394332278
option,0.0013163692473643664
bargain,0.0012777660436293409
hire,0.0012744571975949102
migrat,0.001256258544405541
shock,0.0012546041213883257
strike,0.0012501923266757514
signal,0.0012435746346068897
field,0.001243023160267818
crime,0.001232545147825454
enforc,0.0012176553406705157
baselin,0.001216552391992372
belief,0.0012132435459579413
immigr,0.0012044199565327926
top,0.0011845668803262082
mobil,0.001171882970527557
land,0.0011707800218494133
communiti,0.0011305223950971726
drug,0.0011233532286892393
post,0.0011216988056720239
spend,0.001113426690585947
unobserv,0.0011128752162468752
air,0.0011128752162468752
resid,0.001110669318890588
offic,0.001100191306448224
seller,0.0010853014992932856
mortal,0.0010715146408164908
peer,0.0010676543204429882
physician,0.001060485154035055
hazard,0.0010566248336615525
extern,0.0010516615646099063
onlin,0.0010511100902708345
car,0.0010505586159317627
patient,0.0010478012442364038
birth,0.0010466982955582601
rent,0.0010378747061331117
subsidi,0.0010345658600986807
race,0.0010329114370814655
home,0.0010323599627423937
threshold,0.001029051116707963
advertis,0.0010251907963344604
minor,0.0010169186812483836
math,0.0010058891944669476
south,0.0010047862457888042
urban,0.0010042347714497323
likelihood,0.0009959626563636555
compens,0.0009926538103292248
fertil,0.0009898964386338656
round,0.0009854846439212913
execut,0.000970594836766353
premium,0.0009661830420537787
entri,0.0009645286190365633
sort,0.0009617712473412043
distanc,0.0009562565039504864
capita,0.0009507417605597685
pool,0.0009386093251001891
punish,0.0009347490047266865
player,0.0009347490047266865
lotteri,0.0009292342613359686
reform,0.0009264768896406097
she,0.0009226165692671071
access,0.0009126900311638149
site,0.0009121385568247432
you,0.0009093811851293842
fee,0.000904417916077738
manufactur,0.0009027634930605226
plot,0.0008955943266525894
scheme,0.0008906310576009432
academ,0.0008862192628883689
target,0.0008862192628883689
princip,0.0008851163142102254
aid,0.0008691235583771434
farmer,0.000867469135359928
compani,0.0008658147123427126
vote,0.0008619543919692101
task,0.0008575425972566357
record,0.0008525793282049897
teach,0.0008465131104752
agenc,0.0008465131104752
attain,0.000843755738779841
demograph,0.0008398954184063384
parenthes,0.0008371380467109795
cluster,0.0008360350980328359
gap,0.0008343806750156205
million,0.0008332777263374769
cooper,0.0008327262519984051
admiss,0.0008327262519984051
row,0.0008288659316249026
read,0.0008205938165388257
young,0.0008178364448434668
nonwhit,0.0008150790731481078
borrow,0.0008112187527746053
death,0.0008106672784355335
royal,0.0008101158040964616
investor,0.0008090128554183181
parti,0.0008057040093838874
budget,0.0008018436890103848
exam,0.0007979833686368822
agricultur,0.0007930200995852362
avers,0.0007897112535508054
trust,0.0007891597792117337
endow,0.0007858509331773028
simul,0.000777578818091226
surplus,0.0007764758694130824
identif,0.0007731670233786516
provis,0.0007682037543270056
adult,0.0007676522799879337
elect,0.0007632404852753594
attract,0.0007566227932064979
hospit,0.0007494536267985646
equilibria,0.0007477992037813493
head,0.0007472477294422775
sex,0.0007373211913389852
densiti,0.0007356667683217699
commit,0.000735115293982698
conduct,0.0007345638196436262
violat,0.0007345638196436262
buy,0.0007345638196436262
audit,0.000732357922287339
administr,0.0007312549736091955
covari,0.000727394653235693
behaviour,0.000727394653235693
user,0.000724637281540334
durat,0.0007229828585231186
environment,0.0007229828585231186
pair,0.0007213284355059033
transact,0.0007191225381496161
penalti,0.0007180195894714725
migrant,0.0007141592690979699
food,0.0007102989487244674
rural,0.0007069901026900367
residu,0.0007058871540118931
length,0.0007042327309946777
pass,0.0007020268336383905
marriag,0.0006992694619430315
versus,0.0006992694619430315
farm,0.0006992694619430315
tenur,0.0006987179876039598
emiss,0.000698166513264888
profession,0.0006937547185523137
lemma,0.0006932032442132418
custom,0.0006926517698741701
six,0.0006909973468569548
old,0.0006909973468569548
father,0.0006799678600755189
coverag,0.0006788649113973753
profil,0.0006777619627192317
poverti,0.0006772104883801599
visit,0.0006766590140410882
intens,0.0006761075397020164
code,0.000674453116684801
negro,0.0006733501680066574
cash,0.0006722472193285138
cycl,0.000668938373294083
