,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0017996301373644067,0.007129910636245224,0.0020704684269534437,0.010552414950652123,0.0003211522259447992,0.008202748865373418,0.003067310005086597,0.00667348384578279,0.003947619880050945,0.008607547353326596,0.014660939535213842,0.016993886883020098,0.0021945971664894463,0.0006778186253570147,0.0013831075033220604,0.003988233794193919,0.0011329836243120935
1,0.0026404564530777856,0.006624431700934383,0.004748778625251865,0.012380172523701308,0.0007215081562991655,0.010136943809532572,0.003247010145592339,0.0036995201249173594,0.007342732803819022,0.002613801107484921,0.020961327404665737,0.022822995624475075,0.0027529136211707586,0.002351874220416575,0.0005211198925374233,0.0017795203352159437,0.0007685887519173316
2,0.0017283389171988755,0.001874180985590604,0.0008223463275952488,0.007879283354998469,0.00024171193562760326,0.002071125610030191,0.0083318721962927,0.0023213546383324376,0.0025978972770276396,0.0017015258476675915,0.0077825460061012874,0.014789274246441025,0.0019067509788741929,0.00048768241759252807,0.0007370702515565381,0.0006048450165150107,0.0038672595334263028
3,0.007011328521876968,0.0020725714127990346,0.002119599433771061,0.011257624966647959,0.0020873448883643106,0.007352275102093391,0.0035394040400986825,0.005437953374175071,0.005312852003685482,0.002342621082695975,0.02243562563171723,0.029017261570693842,0.012059414607602556,0.007367232588920156,0.00041231666235116445,0.0019402147411421578,0.0006628874258533193
4,0.0029812715966788597,0.00400171919092877,0.002652837782243702,0.0068914846160013565,0.0005356304948720004,0.006108490411041727,0.0021781150149246275,0.0036558043066521385,0.0033740830653121684,0.002261393254410027,0.011278260515257819,0.015173016588615224,0.0023575522821996705,0.0010910816313386951,0.00040955649342882644,0.001657783742079301,0.00039107650531069646
5,0.002076461936613378,0.0025942696264439954,0.0011861891662055433,0.008284239566890065,0.00017998930105951055,0.005058574727630474,0.0023773729237943648,0.008544799513158776,0.0022471980999522884,0.02433020558001007,0.014764669312047611,0.017164885919589708,0.002311707190765789,0.00046021216498449703,0.0018846959148185584,0.005473520122288627,0.0004407332585897114
6,0.006383271799091247,0.0018335933587706997,0.0008977120828366124,0.010955793923159526,0.0004538769201246545,0.001572113356194542,0.02078273133172893,0.0028951806136249822,0.0024518186227282823,0.0018376416065234622,0.011582010533330354,0.033101470381415914,0.0028240996920440103,0.0004597915678153789,0.0010198692731423734,0.0005843409045204995,0.004051770254053834
7,0.0026726321365153263,0.0007416442457706984,0.0007041585230730407,0.005047534051941122,0.0005815281609520217,0.0019416605439110017,0.0046924711792361695,0.0023347348857750095,0.0023644921354901206,0.001084904110417272,0.006868272909730647,0.012046165796775334,0.007157328314207115,0.002168520142004119,0.0002872152918615762,0.0008670610641371252,0.0009569899963592057
8,0.001901861536783194,0.004920119397021383,0.00579843143543242,0.010312306541731783,0.0005276917233048949,0.012156493691699646,0.002165339375912663,0.0031992460795743556,0.005968799576248352,0.0029932586159987277,0.020991689262811454,0.019261589094966898,0.002861296254187899,0.002904118303468744,0.0004065860259219293,0.0015757672941012562,0.0005322920048421249
9,0.007004835553078705,0.0003865287984196061,0.00016348086217162205,0.0028499138432986383,0.0001352219898714944,0.0005214879150604017,0.002300666515076437,0.0032376255712563895,0.0006032940644538874,0.0010301213291396291,0.0037805902292648882,0.015485967169762218,0.0014665434667458792,0.0003184183443455311,0.0002403187075048993,0.00020982541274383135,0.00014090005165458982
10,0.0014293469046019903,0.00334374749448952,0.0022090814815009536,0.0062107218104605144,0.000763199850688005,0.0025423258760579005,0.005033706920006362,0.0019820904467924864,0.005029606097607459,0.0012716492535057432,0.008413231461193996,0.012624224031082132,0.0012195477791812287,0.0003637376893180148,0.0004602910269537067,0.0004967778313747087,0.001225488714195023
11,0.0017706352200183224,0.0009025752376045414,0.0005863650283968807,0.00453769142100068,0.000218684240618383,0.002307553793720747,0.0018375364572311825,0.005447732258357069,0.0016876198537636217,0.00887896396402317,0.007869267884908842,0.010687347779969849,0.0032133097974167447,0.0006074737488219993,0.0007678789941944447,0.003434465046403697,0.0003317197298188935
12,0.0010446319314742062,0.00233689044626674,0.0006307380297388486,0.005214511128081039,0.00018695544167303039,0.002301297410830114,0.002573213480665017,0.0032219320393836676,0.0015825494234532867,0.007459790253449225,0.007132329069967654,0.009182083086342026,0.0012030130529702703,0.0002365333329828357,0.0009362492984570656,0.0018450020569830302,0.0005796354736909899
