,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.001210478652722118,0.004524442610173457,0.005429173408269729,0.0019020455480446832,0.0071286751320609396,0.00438278022614984,0.0004966201074362894,0.0026164561271149796,0.0008861719480089325,0.007113007887511287,0.0033602822207004783,0.002828568536965891,0.005686894323646893,0.0013346599669042602,0.010910579727479322,0.0006797901745872562,0.002263680251517107,0.00013322415331818308,9.17427575139027e-06,1.7086759995426006e-05
1,0.003095700314002074,0.004815364414587887,0.011591973428773841,0.0022969862898466527,0.01295917710163862,0.006795062714981014,0.0014112875136529784,0.0005870747861197676,0.003329000306247314,0.0015372826531269428,0.008412574278117249,0.022897704196639692,0.00940289660012907,0.0014049785561162057,0.0014152568994365313,0.0005345001399799953,0.00044843544424918807,0.0009743659169084005,2.2423086578612896e-05,4.455701260345704e-05
2,0.010253869822547425,0.011803323506255726,0.00906334324803535,0.003452734735937268,0.013058963780011907,0.008155168810616923,0.0009991548625633033,0.007108013296128009,0.002200511814180171,0.00299499357932134,0.00533661574374066,0.005038175764928242,0.009564379625747382,0.007359214955383841,0.004841178565842515,0.0030422844735240656,0.0017101218023114443,0.0005839465946744512,4.050876485069458e-05,1.0620078520234009e-05
3,0.0018899533794325355,0.006969347666934359,0.011517317431255364,0.00916055376874779,0.016927301093684077,0.007615831803192069,0.008665195452818856,0.0008778914412419183,0.002096966048607889,0.001151857922276272,0.003006060542333762,0.01824947458213014,0.004775854568013848,0.0017888523349057534,0.001567223914103543,0.0003518032446442865,0.0018518893356273404,0.008491541396619187,2.4972956916391854e-06,0.001902124410013893
4,0.002173199285510559,0.006868430633669066,0.0072129522898229945,0.0056202296723416615,0.009467247967004152,0.004814286634342022,0.0019020455480446832,0.0031090016994754365,0.0013986695985794332,0.002372509769026436,0.0023250348635622214,0.0037676305789914343,0.004822225405909128,0.0031771121535495114,0.00349376924724936,0.0008368832172528959,0.004469291806372836,0.0009840922264442583,4.994591383278371e-06,0.00017746571804480148
5,0.011264039073477011,0.011023326056126064,0.004076769498293296,0.0019033599141981775,0.012700851577830848,0.00809144833949552,0.0006598643837002825,0.0030170486433769746,0.0014821055620032517,0.0010205264562191205,0.005745593916061949,0.0029720447462813298,0.006656370798464295,0.0033887776789082347,0.0016747916401055173,0.002487700818718677,0.0005452516551155788,0.00022083980111011365,8.58543971462482e-05,1.761250645682373e-06
6,0.006942534597403075,0.010111366244185573,0.007195944391796778,0.0038422340018637712,0.014262160844243667,0.008374773107542753,0.0019451041832331567,0.0014220653161116318,0.0029127142581125967,0.00134856596080823,0.008175725497257575,0.008522797023749282,0.007779365240009831,0.003312807315236264,0.0019767804075323694,0.0011988333686021584,0.0006196973540494964,0.001525926529560752,3.8221767743614484e-05,4.537191961862352e-05
7,0.01025986333220736,0.01307473617385384,0.010789342593481006,0.0037163177243590166,0.02275722474215422,0.014908539831209098,0.0015459837570630751,0.0019082230689661064,0.0049942233607553925,0.003069623289516747,0.023520713753395994,0.012678586215190656,0.01704698727562127,0.004535641009801228,0.003241410945778453,0.0019529378055079829,0.0008229509360258562,0.0007173284719310536,0.0002171332885572597,1.6429576918678853e-05
8,0.007767089060136194,0.014867137297374027,0.006346600983408756,0.004965754189870706,0.019799427724976768,0.01114656102667769,0.001764010814604711,0.0029540116426553875,0.0024703511854925523,0.0014961429925225709,0.0041208796264045645,0.005137042386994084,0.006940273887619065,0.0063820888695531024,0.0023821046419469443,0.001558049638352153,0.00132551197847594,0.0019753871794096654,1.9899503563903826e-05,4.949902934059564e-05
9,0.002730595683884425,0.007764407753183066,0.008238184176871624,0.0030680986247786936,0.010287649032692229,0.00613772191429544,0.0007171444606695644,0.006423044518895985,0.0011775406369155506,0.00729933243343064,0.0039058756110159657,0.0033537103899330067,0.007980226675586831,0.002652285748459234,0.01254110351553515,0.0012805869433495044,0.004337119145977448,0.00018361695164315485,1.0646365843303896e-05,8.201644797804483e-06
10,0.0013136563957714211,0.0031982997359438397,0.004585455487018663,0.002240810280446306,0.006002894234269995,0.0033491363957188465,0.0009202666060305748,0.0008134874997206972,0.0012537212991720807,0.002913345153866274,0.0035605653351699408,0.0035329636459465606,0.003482965157467637,0.0011321687172969272,0.0028099571122324114,0.00033124655800363553,0.0007497670285992931,0.0005010626650351002,9.542298274368677e-06,2.41317625781555e-05
